0.00.359.096 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.542.157 W srv  llama_server: -----------------
0.00.542.159 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.542.160 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.542.160 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.542.160 W srv  llama_server: -----------------
0.00.543.500 I srv    load_model: loading model '/home/dushyant30suthar/.lmstudio/models/unsloth/Laguna-S-2.1-GGUF/Laguna-S-2.1-UD-Q2_K_XL.gguf'
0.00.753.234 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.00.868.166 W load: special_eos_id is not in special_eog_ids - the tokenizer config may be incorrect
0.00.868.170 W load: special_eot_id is not in special_eog_ids - the tokenizer config may be incorrect
0.27.931.557 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 98304, kv_unified = 'true'
0.27.931.673 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.27.943.403 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.27.943.431 I srv  llama_server: model loaded
0.27.943.435 I srv  llama_server: listening on http://127.0.0.1:9520
0.28.826.372 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.55.117.814 I slot print_timing: id  3 | task 0 | n_decoded =   1588, tg =  19.77 t/s, tg_3s =  19.24 t/s
1.58.148.372 I slot print_timing: id  3 | task 0 | n_decoded =   1647, tg =  19.76 t/s, tg_3s =  19.47 t/s
2.01.167.204 I slot print_timing: id  3 | task 0 | n_decoded =   1705, tg =  19.74 t/s, tg_3s =  19.21 t/s
2.04.179.304 I slot print_timing: id  3 | task 0 | n_decoded =   1763, tg =  19.72 t/s, tg_3s =  19.26 t/s
2.07.190.060 I slot print_timing: id  3 | task 0 | n_decoded =   1821, tg =  19.71 t/s, tg_3s =  19.26 t/s
2.10.198.492 I slot print_timing: id  3 | task 0 | n_decoded =   1879, tg =  19.69 t/s, tg_3s =  19.28 t/s
2.13.223.811 I slot print_timing: id  3 | task 0 | n_decoded =   1937, tg =  19.68 t/s, tg_3s =  19.17 t/s
2.16.223.913 I slot print_timing: id  3 | task 0 | n_decoded =   1995, tg =  19.67 t/s, tg_3s =  19.33 t/s
2.19.263.768 I slot print_timing: id  3 | task 0 | n_decoded =   2053, tg =  19.65 t/s, tg_3s =  19.08 t/s
2.22.284.441 I slot print_timing: id  3 | task 0 | n_decoded =   2111, tg =  19.64 t/s, tg_3s =  19.20 t/s
2.25.310.742 I slot print_timing: id  3 | task 0 | n_decoded =   2169, tg =  19.62 t/s, tg_3s =  19.17 t/s
2.28.325.945 I slot print_timing: id  3 | task 0 | n_decoded =   2227, tg =  19.61 t/s, tg_3s =  19.24 t/s
2.31.359.160 I slot print_timing: id  3 | task 0 | n_decoded =   2285, tg =  19.60 t/s, tg_3s =  19.12 t/s
2.34.376.451 I slot print_timing: id  3 | task 0 | n_decoded =   2343, tg =  19.59 t/s, tg_3s =  19.22 t/s
2.37.424.909 I slot print_timing: id  3 | task 0 | n_decoded =   2401, tg =  19.58 t/s, tg_3s =  19.03 t/s
2.40.468.561 I slot print_timing: id  3 | task 0 | n_decoded =   2459, tg =  19.56 t/s, tg_3s =  19.06 t/s
2.43.478.857 I slot print_timing: id  3 | task 0 | n_decoded =   2511, tg =  19.51 t/s, tg_3s =  17.27 t/s
2.46.519.562 I slot print_timing: id  3 | task 0 | n_decoded =   2567, tg =  19.48 t/s, tg_3s =  18.42 t/s
2.49.548.732 I slot print_timing: id  3 | task 0 | n_decoded =   2622, tg =  19.46 t/s, tg_3s =  18.16 t/s
2.52.595.149 I slot print_timing: id  3 | task 0 | n_decoded =   2674, tg =  19.40 t/s, tg_3s =  17.07 t/s
2.55.634.101 I slot print_timing: id  3 | task 0 | n_decoded =   2723, tg =  19.33 t/s, tg_3s =  16.12 t/s
2.58.636.908 I slot print_timing: id  3 | task 0 | n_decoded =   2772, tg =  19.27 t/s, tg_3s =  16.32 t/s
3.01.679.280 I slot print_timing: id  3 | task 0 | n_decoded =   2824, tg =  19.22 t/s, tg_3s =  17.09 t/s
3.04.689.469 I slot print_timing: id  3 | task 0 | n_decoded =   2877, tg =  19.19 t/s, tg_3s =  17.61 t/s
3.07.729.073 I slot print_timing: id  3 | task 0 | n_decoded =   2931, tg =  19.16 t/s, tg_3s =  17.77 t/s
3.10.770.790 I slot print_timing: id  3 | task 0 | n_decoded =   2985, tg =  19.14 t/s, tg_3s =  17.75 t/s
3.13.805.934 I slot print_timing: id  3 | task 0 | n_decoded =   3039, tg =  19.11 t/s, tg_3s =  17.79 t/s
3.16.836.872 I slot print_timing: id  3 | task 0 | n_decoded =   3093, tg =  19.09 t/s, tg_3s =  17.82 t/s
3.19.883.302 I slot print_timing: id  3 | task 0 | n_decoded =   3146, tg =  19.05 t/s, tg_3s =  17.40 t/s
3.22.907.724 I slot print_timing: id  3 | task 0 | n_decoded =   3200, tg =  19.03 t/s, tg_3s =  17.85 t/s
3.25.925.117 I slot print_timing: id  3 | task 0 | n_decoded =   3248, tg =  18.98 t/s, tg_3s =  15.91 t/s
3.28.926.818 I slot print_timing: id  3 | task 0 | n_decoded =   3299, tg =  18.94 t/s, tg_3s =  16.99 t/s
3.31.974.442 I slot print_timing: id  3 | task 0 | n_decoded =   3349, tg =  18.90 t/s, tg_3s =  16.41 t/s
3.35.030.615 I slot print_timing: id  3 | task 0 | n_decoded =   3403, tg =  18.88 t/s, tg_3s =  17.67 t/s
3.38.044.327 I slot print_timing: id  3 | task 0 | n_decoded =   3457, tg =  18.86 t/s, tg_3s =  17.92 t/s
3.41.047.518 I slot print_timing: id  3 | task 0 | n_decoded =   3509, tg =  18.84 t/s, tg_3s =  17.31 t/s
3.44.059.578 I slot print_timing: id  3 | task 0 | n_decoded =   3561, tg =  18.81 t/s, tg_3s =  17.26 t/s
3.47.073.466 I slot print_timing: id  3 | task 0 | n_decoded =   3612, tg =  18.78 t/s, tg_3s =  16.92 t/s
3.50.114.298 I slot print_timing: id  3 | task 0 | n_decoded =   3666, tg =  18.77 t/s, tg_3s =  17.76 t/s
3.53.116.679 I slot print_timing: id  3 | task 0 | n_decoded =   3716, tg =  18.74 t/s, tg_3s =  16.65 t/s
3.56.162.507 I slot print_timing: id  3 | task 0 | n_decoded =   3769, tg =  18.72 t/s, tg_3s =  17.40 t/s
3.59.205.213 I slot print_timing: id  3 | task 0 | n_decoded =   3820, tg =  18.69 t/s, tg_3s =  16.76 t/s
4.02.233.301 I slot print_timing: id  3 | task 0 | n_decoded =   3873, tg =  18.67 t/s, tg_3s =  17.50 t/s
4.05.268.571 I slot print_timing: id  3 | task 0 | n_decoded =   3927, tg =  18.66 t/s, tg_3s =  17.79 t/s
4.08.276.901 I slot print_timing: id  3 | task 0 | n_decoded =   3978, tg =  18.63 t/s, tg_3s =  16.95 t/s
4.11.313.271 I slot print_timing: id  3 | task 0 | n_decoded =   4030, tg =  18.61 t/s, tg_3s =  17.13 t/s
4.14.352.095 I slot print_timing: id  3 | task 0 | n_decoded =   4084, tg =  18.60 t/s, tg_3s =  17.77 t/s
4.17.382.544 I slot print_timing: id  3 | task 0 | n_decoded =   4137, tg =  18.58 t/s, tg_3s =  17.49 t/s
4.20.404.743 I slot print_timing: id  3 | task 0 | n_decoded =   4189, tg =  18.57 t/s, tg_3s =  17.21 t/s
4.23.448.707 I slot print_timing: id  3 | task 0 | n_decoded =   4243, tg =  18.56 t/s, tg_3s =  17.74 t/s
4.26.458.611 I slot print_timing: id  3 | task 0 | n_decoded =   4295, tg =  18.54 t/s, tg_3s =  17.28 t/s
4.29.467.248 I slot print_timing: id  3 | task 0 | n_decoded =   4343, tg =  18.51 t/s, tg_3s =  15.95 t/s
4.32.499.997 I slot print_timing: id  3 | task 0 | n_decoded =   4396, tg =  18.49 t/s, tg_3s =  17.48 t/s
4.35.548.655 I slot print_timing: id  3 | task 0 | n_decoded =   4448, tg =  18.47 t/s, tg_3s =  17.06 t/s
4.38.613.564 I slot print_timing: id  3 | task 0 | n_decoded =   4501, tg =  18.46 t/s, tg_3s =  17.29 t/s
4.41.650.900 I slot print_timing: id  3 | task 0 | n_decoded =   4554, tg =  18.45 t/s, tg_3s =  17.45 t/s
4.44.668.403 I slot print_timing: id  3 | task 0 | n_decoded =   4601, tg =  18.41 t/s, tg_3s =  15.58 t/s
4.47.722.709 I slot print_timing: id  3 | task 0 | n_decoded =   4653, tg =  18.40 t/s, tg_3s =  17.03 t/s
4.50.770.049 I slot print_timing: id  3 | task 0 | n_decoded =   4705, tg =  18.38 t/s, tg_3s =  17.06 t/s
4.53.828.416 I slot print_timing: id  3 | task 0 | n_decoded =   4757, tg =  18.36 t/s, tg_3s =  17.00 t/s
4.56.882.547 I slot print_timing: id  3 | task 0 | n_decoded =   4810, tg =  18.35 t/s, tg_3s =  17.35 t/s
4.59.888.624 I slot print_timing: id  3 | task 0 | n_decoded =   4862, tg =  18.34 t/s, tg_3s =  17.30 t/s
5.02.899.062 I slot print_timing: id  3 | task 0 | n_decoded =   4913, tg =  18.32 t/s, tg_3s =  16.94 t/s
5.05.941.144 I slot print_timing: id  3 | task 0 | n_decoded =   4965, tg =  18.31 t/s, tg_3s =  17.09 t/s
5.08.966.850 I slot print_timing: id  3 | task 0 | n_decoded =   5017, tg =  18.30 t/s, tg_3s =  17.19 t/s
5.11.980.552 I slot print_timing: id  3 | task 0 | n_decoded =   5069, tg =  18.29 t/s, tg_3s =  17.25 t/s
5.15.007.176 I slot print_timing: id  3 | task 0 | n_decoded =   5121, tg =  18.27 t/s, tg_3s =  17.18 t/s
5.18.041.820 I slot print_timing: id  3 | task 0 | n_decoded =   5171, tg =  18.26 t/s, tg_3s =  16.48 t/s
5.21.056.817 I slot print_timing: id  3 | task 0 | n_decoded =   5223, tg =  18.24 t/s, tg_3s =  17.25 t/s
5.24.063.774 I slot print_timing: id  3 | task 0 | n_decoded =   5273, tg =  18.23 t/s, tg_3s =  16.63 t/s
5.24.415.903 I slot print_timing: id  3 | task 0 | prompt eval time =    2133.05 ms /   138 tokens (   15.46 ms per token,    64.70 tokens per second)
5.24.415.958 I slot print_timing: id  3 | task 0 |        eval time =  289638.71 ms /  5279 tokens (   54.87 ms per token,    18.23 tokens per second)
5.24.415.976 I slot print_timing: id  3 | task 0 |       total time =  291771.76 ms /  5417 tokens
5.24.415.997 I slot print_timing: id  3 | task 0 |    graphs reused =       5256
5.24.417.470 I slot      release: id  3 | task 0 | stop processing: n_tokens = 5416, truncated = 0
5.24.428.550 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.699 (> 0.100 thold), f_keep = 0.011
5.24.428.599 I slot launch_slot_: id  3 | task 5281 | processing task, is_child = 0
5.31.415.141 I slot print_timing: id  3 | task 5281 | n_decoded =    100, tg =  19.19 t/s, tg_3s =  19.19 t/s
5.34.422.005 I slot print_timing: id  3 | task 5281 | n_decoded =    157, tg =  19.11 t/s, tg_3s =  18.96 t/s
5.37.465.040 I slot print_timing: id  3 | task 5281 | n_decoded =    217, tg =  19.27 t/s, tg_3s =  19.72 t/s
5.40.488.898 I slot print_timing: id  3 | task 5281 | n_decoded =    277, tg =  19.39 t/s, tg_3s =  19.84 t/s
5.43.505.037 I slot print_timing: id  3 | task 5281 | n_decoded =    336, tg =  19.42 t/s, tg_3s =  19.56 t/s
5.46.530.220 I slot print_timing: id  3 | task 5281 | n_decoded =    396, tg =  19.48 t/s, tg_3s =  19.83 t/s
5.49.563.619 I slot print_timing: id  3 | task 5281 | n_decoded =    455, tg =  19.48 t/s, tg_3s =  19.45 t/s
5.52.594.054 I slot print_timing: id  3 | task 5281 | n_decoded =    515, tg =  19.52 t/s, tg_3s =  19.80 t/s
5.55.596.962 I slot print_timing: id  3 | task 5281 | n_decoded =    574, tg =  19.53 t/s, tg_3s =  19.65 t/s
5.57.849.170 I slot print_timing: id  3 | task 5281 | prompt eval time =    1776.42 ms /    83 tokens (   21.40 ms per token,    46.72 tokens per second)
5.57.849.215 I slot print_timing: id  3 | task 5281 |        eval time =   31644.11 ms /   618 tokens (   51.20 ms per token,    19.53 tokens per second)
5.57.849.234 I slot print_timing: id  3 | task 5281 |       total time =   33420.53 ms /   701 tokens
5.57.849.251 I slot print_timing: id  3 | task 5281 |    graphs reused =       5870
5.57.850.066 I slot      release: id  3 | task 5281 | stop processing: n_tokens = 700, truncated = 0
5.57.861.026 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.425 (> 0.100 thold), f_keep = 0.081
5.57.861.072 I slot launch_slot_: id  3 | task 5901 | processing task, is_child = 0
6.04.871.058 I slot print_timing: id  3 | task 5901 | n_decoded =    100, tg =  20.03 t/s, tg_3s =  20.03 t/s
6.07.907.432 I slot print_timing: id  3 | task 5901 | n_decoded =    160, tg =  19.93 t/s, tg_3s =  19.76 t/s
6.10.928.461 I slot print_timing: id  3 | task 5901 | n_decoded =    220, tg =  19.91 t/s, tg_3s =  19.86 t/s
6.13.963.075 I slot print_timing: id  3 | task 5901 | n_decoded =    280, tg =  19.88 t/s, tg_3s =  19.77 t/s
6.16.985.135 I slot print_timing: id  3 | task 5901 | n_decoded =    340, tg =  19.88 t/s, tg_3s =  19.85 t/s
6.20.022.242 I slot print_timing: id  3 | task 5901 | n_decoded =    399, tg =  19.81 t/s, tg_3s =  19.43 t/s
6.23.028.563 I slot print_timing: id  3 | task 5901 | n_decoded =    458, tg =  19.78 t/s, tg_3s =  19.63 t/s
6.26.059.823 I slot print_timing: id  3 | task 5901 | n_decoded =    518, tg =  19.79 t/s, tg_3s =  19.79 t/s
6.29.060.236 I slot print_timing: id  3 | task 5901 | n_decoded =    577, tg =  19.77 t/s, tg_3s =  19.66 t/s
6.32.071.583 I slot print_timing: id  3 | task 5901 | n_decoded =    636, tg =  19.76 t/s, tg_3s =  19.59 t/s
6.35.082.798 I slot print_timing: id  3 | task 5901 | n_decoded =    695, tg =  19.74 t/s, tg_3s =  19.59 t/s
6.38.132.703 I slot print_timing: id  3 | task 5901 | n_decoded =    755, tg =  19.74 t/s, tg_3s =  19.67 t/s
6.41.139.481 I slot print_timing: id  3 | task 5901 | n_decoded =    814, tg =  19.73 t/s, tg_3s =  19.62 t/s
6.44.185.307 I slot print_timing: id  3 | task 5901 | n_decoded =    873, tg =  19.70 t/s, tg_3s =  19.37 t/s
6.47.189.290 I slot print_timing: id  3 | task 5901 | n_decoded =    931, tg =  19.68 t/s, tg_3s =  19.31 t/s
6.48.679.748 I slot print_timing: id  3 | task 5901 | prompt eval time =    2018.27 ms /   134 tokens (   15.06 ms per token,    66.39 tokens per second)
6.48.679.756 I slot print_timing: id  3 | task 5901 |        eval time =   48800.37 ms /   960 tokens (   50.83 ms per token,    19.67 tokens per second)
6.48.679.757 I slot print_timing: id  3 | task 5901 |       total time =   50818.64 ms /  1094 tokens
6.48.679.757 I slot print_timing: id  3 | task 5901 |    graphs reused =       6824
6.48.679.783 I slot      release: id  3 | task 5901 | stop processing: n_tokens = 1093, truncated = 0
6.48.691.654 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.722 (> 0.100 thold), f_keep = 0.052
6.48.691.677 I slot launch_slot_: id  3 | task 6863 | processing task, is_child = 0
6.55.598.033 I slot print_timing: id  3 | task 6863 | n_decoded =    100, tg =  19.29 t/s, tg_3s =  19.29 t/s
6.58.632.562 I slot print_timing: id  3 | task 6863 | n_decoded =    157, tg =  19.10 t/s, tg_3s =  18.78 t/s
6.59.812.658 I slot print_timing: id  3 | task 6863 | prompt eval time =    1720.97 ms /    79 tokens (   21.78 ms per token,    45.90 tokens per second)
6.59.812.725 I slot print_timing: id  3 | task 6863 |        eval time =    9399.99 ms /   180 tokens (   52.22 ms per token,    19.15 tokens per second)
6.59.812.752 I slot print_timing: id  3 | task 6863 |       total time =   11120.97 ms /   259 tokens
6.59.812.770 I slot print_timing: id  3 | task 6863 |    graphs reused =       7001
6.59.813.501 I slot      release: id  3 | task 6863 | stop processing: n_tokens = 258, truncated = 0
6.59.825.124 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.563 (> 0.100 thold), f_keep = 0.225
6.59.825.177 I slot launch_slot_: id  3 | task 7045 | processing task, is_child = 0
7.06.937.169 I slot print_timing: id  3 | task 7045 | n_decoded =    100, tg =  19.42 t/s, tg_3s =  19.42 t/s
7.09.948.070 I slot print_timing: id  3 | task 7045 | n_decoded =    157, tg =  19.24 t/s, tg_3s =  18.93 t/s
7.12.962.886 I slot print_timing: id  3 | task 7045 | n_decoded =    214, tg =  19.15 t/s, tg_3s =  18.91 t/s
7.15.979.860 I slot print_timing: id  3 | task 7045 | n_decoded =    271, tg =  19.10 t/s, tg_3s =  18.89 t/s
7.19.039.747 I slot print_timing: id  3 | task 7045 | n_decoded =    327, tg =  18.95 t/s, tg_3s =  18.30 t/s
7.22.074.258 I slot print_timing: id  3 | task 7045 | n_decoded =    384, tg =  18.93 t/s, tg_3s =  18.78 t/s
7.25.075.518 I slot print_timing: id  3 | task 7045 | n_decoded =    439, tg =  18.85 t/s, tg_3s =  18.33 t/s
7.28.080.275 I slot print_timing: id  3 | task 7045 | n_decoded =    492, tg =  18.71 t/s, tg_3s =  17.64 t/s
7.28.779.892 I slot print_timing: id  3 | task 7045 | prompt eval time =    1962.56 ms /   103 tokens (   19.05 ms per token,    52.48 tokens per second)
7.28.779.897 I slot print_timing: id  3 | task 7045 |        eval time =   26992.12 ms /   503 tokens (   53.66 ms per token,    18.64 tokens per second)
7.28.779.898 I slot print_timing: id  3 | task 7045 |       total time =   28954.68 ms /   606 tokens
7.28.779.899 I slot print_timing: id  3 | task 7045 |    graphs reused =       7500
7.28.779.927 I slot      release: id  3 | task 7045 | stop processing: n_tokens = 605, truncated = 0
7.28.806.342 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.734 (> 0.100 thold), f_keep = 0.096
7.28.806.392 I slot launch_slot_: id  3 | task 7550 | processing task, is_child = 0
7.35.694.552 I slot print_timing: id  3 | task 7550 | n_decoded =    100, tg =  19.49 t/s, tg_3s =  19.49 t/s
7.38.729.127 I slot print_timing: id  3 | task 7550 | n_decoded =    153, tg =  18.73 t/s, tg_3s =  17.47 t/s
7.41.739.993 I slot print_timing: id  3 | task 7550 | n_decoded =    210, tg =  18.79 t/s, tg_3s =  18.93 t/s
7.44.767.154 I slot print_timing: id  3 | task 7550 | n_decoded =    266, tg =  18.73 t/s, tg_3s =  18.50 t/s
7.47.809.166 I slot print_timing: id  3 | task 7550 | n_decoded =    319, tg =  18.50 t/s, tg_3s =  17.42 t/s
7.50.819.402 I slot print_timing: id  3 | task 7550 | n_decoded =    373, tg =  18.41 t/s, tg_3s =  17.94 t/s
7.53.841.077 I slot print_timing: id  3 | task 7550 | n_decoded =    428, tg =  18.39 t/s, tg_3s =  18.20 t/s
7.56.846.682 I slot print_timing: id  3 | task 7550 | n_decoded =    485, tg =  18.45 t/s, tg_3s =  18.96 t/s
7.59.886.712 I slot print_timing: id  3 | task 7550 | n_decoded =    540, tg =  18.41 t/s, tg_3s =  18.09 t/s
8.02.887.680 I slot print_timing: id  3 | task 7550 | n_decoded =    596, tg =  18.44 t/s, tg_3s =  18.66 t/s
8.05.931.796 I slot print_timing: id  3 | task 7550 | n_decoded =    656, tg =  18.55 t/s, tg_3s =  19.71 t/s
8.08.967.291 I slot print_timing: id  3 | task 7550 | n_decoded =    715, tg =  18.62 t/s, tg_3s =  19.44 t/s
8.11.974.517 I slot print_timing: id  3 | task 7550 | n_decoded =    774, tg =  18.69 t/s, tg_3s =  19.62 t/s
8.14.988.577 I slot print_timing: id  3 | task 7550 | n_decoded =    833, tg =  18.75 t/s, tg_3s =  19.57 t/s
8.18.024.985 I slot print_timing: id  3 | task 7550 | n_decoded =    891, tg =  18.77 t/s, tg_3s =  19.10 t/s
8.21.041.631 I slot print_timing: id  3 | task 7550 | n_decoded =    950, tg =  18.82 t/s, tg_3s =  19.56 t/s
8.24.062.086 I slot print_timing: id  3 | task 7550 | n_decoded =   1009, tg =  18.86 t/s, tg_3s =  19.53 t/s
8.27.101.617 I slot print_timing: id  3 | task 7550 | n_decoded =   1068, tg =  18.89 t/s, tg_3s =  19.41 t/s
8.30.130.114 I slot print_timing: id  3 | task 7550 | n_decoded =   1127, tg =  18.92 t/s, tg_3s =  19.48 t/s
8.33.162.908 I slot print_timing: id  3 | task 7550 | n_decoded =   1185, tg =  18.93 t/s, tg_3s =  19.12 t/s
8.36.189.806 I slot print_timing: id  3 | task 7550 | n_decoded =   1244, tg =  18.96 t/s, tg_3s =  19.49 t/s
8.39.215.584 I slot print_timing: id  3 | task 7550 | n_decoded =   1303, tg =  18.98 t/s, tg_3s =  19.50 t/s
8.42.246.676 I slot print_timing: id  3 | task 7550 | n_decoded =   1362, tg =  19.00 t/s, tg_3s =  19.46 t/s
8.45.279.292 I slot print_timing: id  3 | task 7550 | n_decoded =   1420, tg =  19.01 t/s, tg_3s =  19.13 t/s
8.48.299.314 I slot print_timing: id  3 | task 7550 | n_decoded =   1478, tg =  19.01 t/s, tg_3s =  19.21 t/s
8.51.343.040 I slot print_timing: id  3 | task 7550 | n_decoded =   1537, tg =  19.03 t/s, tg_3s =  19.38 t/s
8.54.380.913 I slot print_timing: id  3 | task 7550 | n_decoded =   1596, tg =  19.04 t/s, tg_3s =  19.42 t/s
8.57.421.121 I slot print_timing: id  3 | task 7550 | n_decoded =   1655, tg =  19.05 t/s, tg_3s =  19.41 t/s
9.00.464.829 I slot print_timing: id  3 | task 7550 | n_decoded =   1714, tg =  19.07 t/s, tg_3s =  19.38 t/s
9.03.490.850 I slot print_timing: id  3 | task 7550 | n_decoded =   1772, tg =  19.07 t/s, tg_3s =  19.17 t/s
9.06.515.664 I slot print_timing: id  3 | task 7550 | n_decoded =   1830, tg =  19.07 t/s, tg_3s =  19.17 t/s
9.09.563.154 I slot print_timing: id  3 | task 7550 | n_decoded =   1889, tg =  19.08 t/s, tg_3s =  19.36 t/s
9.10.881.129 I slot print_timing: id  3 | task 7550 | prompt eval time =    1756.10 ms /    79 tokens (   22.23 ms per token,    44.99 tokens per second)
9.10.881.169 I slot print_timing: id  3 | task 7550 |        eval time =  100318.62 ms /  1914 tokens (   52.41 ms per token,    19.08 tokens per second)
9.10.881.187 I slot print_timing: id  3 | task 7550 |       total time =  102074.72 ms /  1993 tokens
9.10.881.205 I slot print_timing: id  3 | task 7550 |    graphs reused =       9405
9.10.883.713 I slot      release: id  3 | task 7550 | stop processing: n_tokens = 1992, truncated = 0
9.10.889.429 I srv    operator(): operator(): cleaning up before exit...
